CompoundID,Gene Target,pIC50
CM-1312473,Lck,5.63
CM-1312473,LTK,6.03
CM-1312473,MAP4K2,6.84
CM-1312473,MAP4K4,5.99
CM-1312473,MEK1,7.05
CM-1312473,Nek2,5.48
CM-1312473,PAK4KD,5.68
CM-1312473,PDGFRB,6.6
CM-1312473,Pim1,5.24
CM-1312473,PKA,6.85
CM-1312473,PKCtheta,7.36
CM-1312473,PKG1A,5.83
CM-1312473,Prkcn,6.49
CM-1312473,RET,6.21
CM-1312473,Rsk2,7.04
CM-1312473,TAOK2,5.59
CM-1312473,TBK1,5.63
CM-1312473,TNK2,6.35
CM-1312473,TrkC,5.58
CM-1312473,Wee1,5.44
CM-1312473,Zipk,7.02
CM-1312473,BRAF,5.47
CM-1312473,MST1,7.1
CM-1312473,Rock1,7.51
CM-1312473,SGK1,6.52
CM-1312473,cMET,5.56
CM-1317896,Abl,5.58
CM-1317896,ACVR1,5.33
CM-1317896,Akt1,5.39
CM-1317896,ALK,5.32
CM-1317896,Aurora1,6.4
CM-1317896,Aurora2,5.3
CM-1317896,BTK,5.23
CM-1317896,CAMK1D,7.16
CM-1317896,CAMK2A,7.03
CM-1317896,CAMKK2,5.51
CM-1317896,CDK8/Cyclin C,5.72
CM-1317896,CDK9/Cyclin K,5.31
CM-1317896,Ck1alpha1,5.34
CM-1317896,CLK2,6.07
CM-1317896,CSF1R,7.77
CM-1317896,DDR1,5.28
CM-1317896,Dyrk1A,5.29
CM-1317896,EGFR,5.35
CM-1317896,Erk2,5.27
CM-1317896,FAK,6.04
CM-1317896,Flt1,6.22
CM-1317896,GRK5,6.46
CM-1317896,Gsk3b,5.22
CM-1317896,IGF1R,5.43
CM-1317896,IKKE,5.76
CM-1317896,JAK2,8.01
CM-1317896,JAK3,7.38
CM-1317896,JNK1,5.29
CM-1317896,Lck,5.86
CM-1317896,LTK,5.43
CM-1317896,MAP3K10,6.22
CM-1317896,MAP4K2,6.34
CM-1317896,MAP4K4,5.86
CM-1317896,Nek2,5.29
CM-1317896,PAK4KD,5.36
CM-1317896,Pim1,5.25
CM-1317896,PKA,5.31
CM-1317896,PKCtheta,6.45
CM-1317896,PKG1A,5.4
CM-1317896,Plk3,5.43
CM-1317896,Prkcn,6.35
CM-1317896,RET,6.14
CM-1317896,Rsk2,6.52
CM-1317896,TAOK2,5.4
CM-1317896,TBK1,5.75
CM-1317896,TNK2,6.39
CM-1317896,TrkC,5.33
CM-1317896,Wee1,5.3
CM-1317896,Zipk,6.53
CM-1317896,MAP2K3,5.39
CM-1317896,Rock1,6.81
CM-1317896,STK16,6.06
CM-1317897,Abl,8.37
CM-1317897,ACVR1,5.73
CM-1317897,Akt1,5.39
CM-1317897,ALK,5.32
CM-1317897,Aurora1,5.26
CM-1317897,Aurora2,7.36
CM-1317897,BTK,5.23
CM-1317897,CAMK1D,6.23
CM-1317897,CAMK2A,7.33
CM-1317897,CAMKK2,5.67
CM-1317897,CDK8/Cyclin C,5.32
CM-1317897,CDK9/Cyclin K,5.31
CM-1317897,Ck1alpha1,5.34
CM-1317897,CLK2,5.4
CM-1317897,CSF1R,7.59
CM-1317897,DDR1,5.28
CM-1317897,Dyrk1A,5.29
CM-1317897,EGFR,5.35
CM-1317897,Erk2,5.27
CM-1317897,FAK,5.37
CM-1317897,Flt1,6.14
CM-1317897,Fyn,5.25
CM-1317897,GRK5,6.19
CM-1317897,Gsk3b,5.22
CM-1317897,IGF1R,5.43
CM-1317897,IKKE,5.33
CM-1317897,JAK2,7.91
CM-1317897,JAK3,7.08
CM-1317897,JNK1,5.29
CM-1317897,Lck,5.13
CM-1317897,LTK,5.98
CM-1317897,MAP3K10,5.26
CM-1317897,MAP4K2,6.32
CM-1317897,MAP4K4,5.41
CM-1317897,MEK1,7.45
CM-1317897,Nek2,5.29
CM-1317897,PAK4KD,5.82
CM-1317897,PDGFRB,8.44
CM-1317897,Pim1,5.25
CM-1317897,PKA,5.31
CM-1317897,PKCtheta,6.24
CM-1317897,PKG1A,5.4
CM-1317897,Plk3,5.43
CM-1317897,Prkcn,6.01
CM-1317897,RET,5.56
CM-1317897,Rsk2,6.32
CM-1317897,TAOK2,5.43
CM-1317897,TBK1,5.42
CM-1317897,TrkC,5.33
CM-1317897,Wee1,5.3
CM-1317897,Zipk,6.33
CM-1317897,BRAF,5.6
CM-1317897,MAP2K3,5.39
CM-1317897,Rock1,5.98
CM-1317897,STK16,5.56
CM-1320304,Abl,6.15
CM-1320304,ACVR1,5.36
CM-1320304,ALK,5.98
CM-1320304,Aurora1,6.52
CM-1320304,Aurora2,6.09
CM-1320304,BTK,5.23
CM-1320304,CAMK1D,6.45
CM-1320304,CAMK2A,5.36
CM-1320304,CAMKK2,5.51
CM-1320304,CDK8/Cyclin C,5.76
CM-1320304,CDK9/Cyclin K,6.18
CM-1320304,Ck1alpha1,5.39
CM-1320304,CLK2,5.42
CM-1320304,CSF1R,5.62
CM-1320304,DDR1,5.59
CM-1320304,Dyrk1A,5.73
CM-1320304,FAK,5.66
CM-1320304,Flt1,5.83
CM-1320304,Fyn,5.23
CM-1320304,GRK5,5.55
CM-1320304,Gsk3b,5.53
CM-1320304,IGF1R,5.58
CM-1320304,IKKE,5.48
CM-1320304,JAK2,5.8
CM-1320304,JAK3,5.9
CM-1320304,JNK1,5.29
CM-1320304,Lck,5.28
CM-1320304,LTK,6
CM-1320304,MAP3K10,6.4
CM-1320304,MAP4K2,6.77
CM-1320304,MAP4K4,5.65
CM-1320304,MEK1,6.31
CM-1320304,Nek2,5.48
CM-1320304,PAK4KD,6.04
CM-1320304,PDGFRB,6.22
CM-1320304,Pim1,5.67
CM-1320304,PKA,5.95
CM-1320304,PKCtheta,6.12
CM-1320304,PKG1A,5.44
CM-1320304,Prkcn,7.05
CM-1320304,RET,7.62
CM-1320304,Rsk2,6.91
CM-1320304,TAOK2,5.72
CM-1320304,TBK1,5.5
CM-1320304,TNK2,5.43
CM-1320304,TrkC,5.46
CM-1320304,Wee1,5.44
CM-1320304,Zipk,6.07
CM-1320304,BRAF,5.47
CM-1320304,MAP2K3,5.51
CM-1320304,MST1,6.34
CM-1320304,Rock1,6.23
CM-1320304,SGK1,6.91
CM-1320304,STK16,6.98
CM-1320304,cMET,5.56
CM-1321728,Abl,5.59
CM-1321728,ACVR1,5.36
CM-1321728,ALK,5.41
CM-1321728,Aurora1,5.39
CM-1321728,Aurora2,5.78
CM-1321728,BTK,5.23
CM-1321728,CAMK1D,6.57
CM-1321728,CAMK2A,5.39
CM-1321728,CDK8/Cyclin C,5.41
CM-1321728,CDK9/Cyclin K,5.78
CM-1321728,Ck1alpha1,5.39
CM-1321728,CLK2,5.42
CM-1321728,CSF1R,5.62
CM-1321728,Dyrk1A,5.73
CM-1321728,FAK,5.2
CM-1321728,Flt1,5.44
CM-1321728,Fyn,5.23
CM-1321728,GRK5,5.8
CM-1321728,Gsk3b,5.45
CM-1321728,IGF1R,5.58
CM-1321728,IKKE,5.48
CM-1321728,JAK2,8.84
CM-1321728,JAK3,7.03
CM-1321728,JNK1,5.29
CM-1321728,Lck,5.23
CM-1321728,LTK,5.91
CM-1321728,MAP4K2,5.56
CM-1321728,MAP4K4,5.28
CM-1321728,MEK1,5.48
CM-1321728,Nek2,5.48
CM-1321728,PAK4KD,5.34
CM-1321728,PDGFRB,5.71
CM-1321728,Pim1,5.24
CM-1321728,PKA,5.86
CM-1321728,PKCtheta,5.65
CM-1321728,PKG1A,5.44
CM-1321728,Prkcn,5.41
CM-1321728,RET,5.52
CM-1321728,Rsk2,5.45
CM-1321728,TAOK2,5.18
CM-1321728,TBK1,5.5
CM-1321728,TNK2,5.51
CM-1321728,TrkC,5.46
CM-1321728,Wee1,5.44
CM-1321728,Zipk,5.63
CM-1321728,BRAF,5.47
CM-1321728,MST1,5.44
CM-1321728,Rock1,6.31
CM-1321728,SGK1,5.45
CM-1321728,cMET,5.56
CM-1326602,Abl,5.5
CM-1326602,ACVR1,5.33
CM-1326602,Akt1,5.39
CM-1326602,ALK,5.75
CM-1326602,Aurora1,5.95
CM-1326602,Aurora2,5.84
CM-1326602,BTK,5.23
CM-1326602,CAMK1D,7.23
CM-1326602,CAMK2A,5.47
CM-1326602,CAMKK2,5.3
CM-1326602,CDK8/Cyclin C,6.01
CM-1326602,CDK9/Cyclin K,5.31
CM-1326602,Ck1alpha1,5.34
CM-1326602,CLK2,6.13
CM-1326602,CSF1R,7.24
CM-1326602,DDR1,5.28
CM-1326602,Dyrk1A,5.29
CM-1326602,EGFR,5.35
CM-1326602,Erk2,5.27
CM-1326602,FAK,6.18
CM-1326602,Flt1,6.26
CM-1326602,Fyn,5.25
CM-1326602,GRK5,5.28
CM-1326602,Gsk3b,6.65
CM-1326602,IGF1R,5.43
CM-1326602,IKKE,5.33
CM-1326602,JAK2,6.87
CM-1326602,JAK3,6.58
CM-1326602,JNK1,5.62
CM-1326602,Lck,5.13
CM-1326602,LTK,5.37
CM-1326602,MAP3K10,6.44
CM-1326602,MAP4K2,5.63
CM-1326602,MAP4K4,5.33
CM-1326602,MEK1,6.55
CM-1326602,PAK4KD,5.63
CM-1326602,PDGFRB,5.94
CM-1326602,Pim1,5.92
CM-1326602,PKA,5.31
CM-1326602,PKCtheta,6.22
CM-1326602,PKG1A,5.4
CM-1326602,Plk3,5.43
CM-1326602,Prkcn,6.22
CM-1326602,RET,6.26
CM-1326602,Rsk2,6.84
CM-1326602,TAOK2,5.73
CM-1326602,TBK1,5.39
CM-1326602,TNK2,5.41
CM-1326602,TrkC,5.33
CM-1326602,Wee1,5.36
CM-1326602,Zipk,5.71
CM-1326602,BRAF,5.6
CM-1326602,MAP2K3,5.39
CM-1326602,MST1,5.44
CM-1326602,Rock1,5.49
CM-1326602,SGK1,6.62
CM-1326602,STK16,7.38
CM-1326602,cMET,5.31
CM-1327607,Abl,5.99
CM-1327607,ACVR1,5.36
CM-1327607,ALK,5.83
CM-1327607,Aurora1,6.56
CM-1327607,Aurora2,5.78
CM-1327607,BTK,5.23
CM-1327607,CAMK1D,7.54
CM-1327607,CAMK2A,6.66
CM-1327607,CDK8/Cyclin C,5.41
CM-1327607,CDK9/Cyclin K,5.78
CM-1327607,Ck1alpha1,5.39
CM-1327607,CLK2,5.72
CM-1327607,CSF1R,5.62
CM-1327607,Dyrk1A,5.73
CM-1327607,FAK,5.46
CM-1327607,Flt1,5.44
CM-1327607,Fyn,5.23
CM-1327607,GRK5,6.59
CM-1327607,Gsk3b,5.45
CM-1327607,IGF1R,5.58
CM-1327607,IKKE,5.48
CM-1327607,JAK2,7.39
CM-1327607,JAK3,6.09
CM-1327607,JNK1,5.29
CM-1327607,Lck,5.63
CM-1327607,LTK,5.59
CM-1327607,MAP4K2,6.08
CM-1327607,MAP4K4,5.47
CM-1327607,MEK1,6.28
CM-1327607,Nek2,5.48
CM-1327607,PAK4KD,5.74
CM-1327607,PDGFRB,6.14
CM-1327607,Pim1,5.24
CM-1327607,PKA,7.01
CM-1327607,PKCtheta,6.62
CM-1327607,PKG1A,5.62
CM-1327607,Prkcn,5.67
CM-1327607,RET,6.38
CM-1327607,Rsk2,6.67
CM-1327607,TAOK2,5.43
CM-1327607,TBK1,5.5
CM-1327607,TNK2,5.95
CM-1327607,TrkC,5.46
CM-1327607,Wee1,5.44
CM-1327607,Zipk,8.08
CM-1327607,BRAF,5.47
CM-1327607,MST1,6.36
CM-1327607,Rock1,7.11
CM-1327607,SGK1,6.41
CM-1327607,cMET,5.56
CM-1328328,Abl,5.5
CM-1328328,ACVR1,5.33
CM-1328328,Akt1,5.39
CM-1328328,ALK,5.32
CM-1328328,Aurora1,6.12
CM-1328328,Aurora2,5.3
CM-1328328,BTK,5.23
CM-1328328,CAMK1D,6.67
CM-1328328,CAMK2A,5.88
CM-1328328,CAMKK2,5.95
CM-1328328,CDK8/Cyclin C,6.41
CM-1328328,CDK9/Cyclin K,5.31
CM-1328328,Ck1alpha1,5.34
CM-1328328,CLK2,6.33
CM-1328328,CSF1R,5.75
CM-1328328,DDR1,5.28
CM-1328328,Dyrk1A,5.29
CM-1328328,EGFR,5.35
CM-1328328,Erk2,5.27
CM-1328328,FAK,6.58
CM-1328328,Flt1,5.66
CM-1328328,Fyn,5.25
CM-1328328,GRK5,5.69
CM-1328328,Gsk3b,6.63
CM-1328328,IGF1R,5.43
CM-1328328,IKKE,5.33
CM-1328328,JAK2,5.65
CM-1328328,JAK3,6.44
CM-1328328,JNK1,5.29
CM-1328328,Lck,5.13
CM-1328328,LTK,5.37
CM-1328328,MAP3K10,6.83
CM-1328328,MAP4K2,6.59
CM-1328328,MAP4K4,5.33
CM-1328328,MEK1,7.24
CM-1328328,Nek2,5.29
CM-1328328,PAK4KD,6.22
CM-1328328,PDGFRB,6.78
CM-1328328,Pim1,6.49
CM-1328328,PKA,5.73
CM-1328328,PKCtheta,6.44
CM-1328328,PKG1A,5.4
CM-1328328,Plk3,5.43
CM-1328328,Prkcn,8.05
CM-1328328,RET,6.35
CM-1328328,Rsk2,7.24
CM-1328328,TAOK2,6.32
CM-1328328,TBK1,5.39
CM-1328328,TNK2,5.41
CM-1328328,TrkC,5.33
CM-1328328,Wee1,5.36
CM-1328328,Zipk,6.01
CM-1328328,BRAF,5.6
CM-1328328,MAP2K3,5.39
CM-1328328,SGK1,7.16
CM-1328328,STK16,6.58
CM-1328328,cMET,5.31
CM-1330798,Abl,5.59
CM-1330798,ACVR1,5.36
CM-1330798,Akt1,5.3
CM-1330798,ALK,5.24
CM-1330798,Aurora1,5.39
CM-1330798,Aurora2,5.78
CM-1330798,BTK,5.23
CM-1330798,CAMK1D,5.61
CM-1330798,CAMK2A,5.36
CM-1330798,CAMKK2,5.51
CM-1330798,CDK8/Cyclin C,5.41
CM-1330798,CDK9/Cyclin K,5.78
CM-1330798,Ck1alpha1,5.39
CM-1330798,CLK2,5.42
CM-1330798,CSF1R,5.62
CM-1330798,DDR1,5.59
CM-1330798,Dyrk1A,5.73
CM-1330798,EGFR,5.78
CM-1330798,Erk2,5.18
CM-1330798,FAK,5.2
CM-1330798,Flt1,5.44
CM-1330798,Fyn,5.23
CM-1330798,GRK5,5.36
CM-1330798,Gsk3b,5.45
CM-1330798,IGF1R,5.58
CM-1330798,IKKE,5.48
CM-1330798,JAK2,5.59
CM-1330798,JAK3,5.32
CM-1330798,JNK1,5.29
CM-1330798,Lck,5.23
CM-1330798,LTK,5.56
CM-1330798,MAP3K10,5.51
CM-1330798,MAP4K2,5.56
CM-1330798,MAP4K4,5.28
CM-1330798,MEK1,5.48
CM-1330798,Nek2,5.48
CM-1330798,PAK4KD,5.34
CM-1330798,PDGFRB,5.71
CM-1330798,Pim1,5.24
CM-1330798,PKA,5.86
CM-1330798,PKCtheta,5.65
CM-1330798,PKG1A,5.44
CM-1330798,Plk3,5.81
CM-1330798,Prkcn,5.41
CM-1330798,RET,5.52
CM-1330798,Rsk2,5.45
CM-1330798,TAOK2,5.18
CM-1330798,TBK1,5.5
CM-1330798,TNK2,5.43
CM-1330798,TrkC,5.46
CM-1330798,Wee1,5.44
CM-1330798,Zipk,5.27
CM-1330798,BRAF,5.47
CM-1330798,MAP2K3,5.51
CM-1330798,MST1,5.44
CM-1330798,Rock1,5.45
CM-1330798,SGK1,5.45
CM-1330798,STK16,5.27
CM-1330798,cMET,5.56
CM-1330811,Abl,5.59
CM-1330811,ACVR1,5.36
CM-1330811,ALK,5.35
CM-1330811,Aurora1,5.39
CM-1330811,Aurora2,5.78
CM-1330811,BTK,5.23
CM-1330811,CAMK1D,6.82
CM-1330811,CAMK2A,5.94
CM-1330811,CDK8/Cyclin C,5.41
CM-1330811,CDK9/Cyclin K,5.78
CM-1330811,Ck1alpha1,5.39
CM-1330811,CLK2,5.42
CM-1330811,CSF1R,5.62
CM-1330811,Dyrk1A,5.73
CM-1330811,FAK,5.2
CM-1330811,Flt1,5.44
CM-1330811,Fyn,5.23
CM-1330811,GRK5,5.68
CM-1330811,Gsk3b,5.45
CM-1330811,IGF1R,5.58
CM-1330811,IKKE,5.48
CM-1330811,JAK2,8.74
CM-1330811,JAK3,7.44
CM-1330811,JNK1,5.29
CM-1330811,Lck,5.23
CM-1330811,LTK,5.56
CM-1330811,MAP4K2,5.56
CM-1330811,MAP4K4,5.28
CM-1330811,MEK1,5.48
CM-1330811,Nek2,5.48
CM-1330811,PAK4KD,5.34
CM-1330811,PDGFRB,5.71
CM-1330811,Pim1,5.24
CM-1330811,PKA,5.86
CM-1330811,PKCtheta,5.88
CM-1330811,PKG1A,5.44
CM-1330811,Prkcn,5.41
CM-1330811,RET,6.44
CM-1330811,Rsk2,5.45
CM-1330811,TAOK2,5.42
CM-1330811,TBK1,5.5
CM-1330811,TNK2,5.43
CM-1330811,TrkC,5.46
CM-1330811,Wee1,5.44
CM-1330811,Zipk,5.27
CM-1330811,BRAF,5.47
CM-1330811,MST1,5.44
CM-1330811,Rock1,6.57
CM-1330811,SGK1,5.56
CM-1330811,cMET,5.56
CM-1330838,Abl,5.59
CM-1330838,ACVR1,5.36
CM-1330838,ALK,5.24
CM-1330838,Aurora1,5.39
CM-1330838,Aurora2,5.78
CM-1330838,BTK,5.23
CM-1330838,CAMK1D,6.43
CM-1330838,CAMK2A,5.36
CM-1330838,CDK8/Cyclin C,5.41
CM-1330838,CDK9/Cyclin K,5.78
CM-1330838,Ck1alpha1,5.39
CM-1330838,CLK2,5.42
CM-1330838,CSF1R,5.62
CM-1330838,Dyrk1A,5.73
CM-1330838,FAK,5.2
CM-1330838,Flt1,5.44
CM-1330838,Fyn,5.32
CM-1330838,GRK5,6.31
CM-1330838,Gsk3b,5.45
CM-1330838,IGF1R,5.58
CM-1330838,IKKE,5.48
CM-1330838,JAK2,8.96
CM-1330838,JAK3,7.35
CM-1330838,JNK1,5.29
